lunyoro,english,domain,pos,letter
muheereza,"servant, waiter, attendant, minister",General,noun,M
muheerre,"copper, iron, bracelet",General,noun,M
muheesi,"smith, blacksmith",General,noun,M
muhemu,"shameless person, one who acts shamelessly",General,noun,M
muheoderezi,"unfair judge, slanderer",General,noun,M
muhendero,bottom rim of basket,General,noun,M
mubendo,"number, price, value, amount",General,noun,M
mubende,Milicia excelsa,General,noun,M
muberya,first ripe millet (oburo),General,noun,M
muhesi,backbiter,General,noun,M
muhetezi,"sluggard, one who oversleeps",General,noun,M
mubezi,"deceased person, the late",General,noun,M
muhi,"giver, donor",General,noun,M
mubiiganizi,persecutor,General,noun,M
muhiigi,bunter,General,noun,M
muhiigo,"prey, spoil, bag, (in hunting); hunt",Biology,noun,M
mubiiha,"lid, plaited cover for milk pot, dish-cover",General,noun,M
muhiirwa,fortunate person,General,noun,M
muhiisa,brewer,General,noun,M
muhildriire,saint,General,noun,M
muhikiriza,"finisher, one who fulfills what he/she has promised to do",General,noun,M
muhikirwa,prime minister,Politics And Current Affairs,noun,M
muhimbi,one who lifts or carries; large tree with very hard wood,General,noun,M
muhimbo,"great joy, gladness, pleasure",General,noun,M
muhindabijumira,plant with heads of starry white Hower,General,noun,M
mubindi,kind of red cassava,General,noun,M
muhindi,lndiao,General,noun,M
muhinduki,"convert, proselyte",General,noun,M
muhinduzi,"interpreter, translator",General,noun,M
muhingi,"exchanger, hunter who is second or third in spearing",General,noun,M
mubingo,cross bar of doorway to kraal,General,noun,M
muhinguzi,"passer-by, wayfarer",General,noun,M
muhini,;handle of hoe or axe,General,noun,M
muhinyo,; illness like sleeping sickness,General,noun,M
muhito,"tribulation, weariness, plague",General,noun,M
muhingo,god of war,General,noun,M
muhogo,"cassava,manioc",General,noun,M
muhobo,tree with light corkwood from which stops are made,General,noun,M
muhoko,rambling uodershmb with spikes of flowers bearing some similarity to mignonette; a large forest tree,Nature & Environment,noun,M
muhomo,plaster,General,noun,M
mubonde,salt which is classified as grade no.3 =rwanyesire,General,noun,M
mubondezi,follower,General,noun,M
mubondo,first milk given by cow after bearing calf; a tree,Common Animals,noun,M
mubongi,one who offers sacrifices,General,noun,M
muhoogozi,"cheat, extortioner, daylight thief",General,noun,M
muhoole,"antagonist, disobedient, insolent, quarrelsome person",General,noun,M
muboorro,a forest tree,Nature & Environment,noun,M
muhooza,"tax.- gatherer, customs officer, tax collector",General,noun,M
muhoozi,avenger,General,noun,M
muhora,tree resembling wild fig,General,noun,M
muhoro,; knife with hooked point,General,noun,M
muhoti,; a plant with large leaves which are used as medicine,General,noun,M
muhotozi,; one who stirs millet when cooking,General,noun,M
muhubya,lady at leisure,General,noun,M
muhugutani,"absent-minded, inattentive person",General,noun,M
muhuburu,unhealthy fatness,General,noun,M
muhule,"plant with milky juice and large, loofah-like fruits",General,noun,M
mubulizi,"listener, bearer, obedient person",General,noun,M
mubuma,one of the pastoral race,General,noun,M
mubumakati,"woman of the shepherd race; a well behaved lady, graceful; elegant woman",General,noun,M
muhunda,"iron spike, ferrule",General,noun,M
muhungu,"spendthrift, wastrel, good for nothing",General,noun,M
muhunguki,honoured visitor,General,noun,M
muhunguutuki,"one who is temporarily insane, crazy person",General,noun,M
muhura,"cow's dung in water, creeper found in forests, used for tying fences",Common Animals,noun,M
muhuro,"distaste,disgust, abhorrence",General,noun,M
muburunguso,pestle,General,noun,M
muburuzi,outer wall of chief s enclosure;long bed necklace,General,noun,M
mubuta,wounded person,General,noun,M
muhuumi,"one who hums, one who sings without uttering a word",General,noun,M
muhuumizi,"wanderer, vagrant,unwelcome visitor",General,noun,M
mubuumuza,comforter,General,noun,M
mubuura,"midnight robber, night cattle thief, raider, assassin",Common Animals,noun,M
muhuuru,"bachelor,spinster, deserted husband",General,noun,M
muhuuzi,thresher,General,noun,M
muhuzi,one who is faddy about food,General,noun,M
muhwahwa,"1. a place infested with eczema(ebihwahwa), 2. A place that has weak gourds(ebihwahwa)",General,noun,M
muhwerekereza,"destroyer,extenninator",General,noun,M
muhwi,"invalid, stengthless person",General,noun,M
muhyangya,"traitor, misch ief maker",General,noun,M
muhyemi,"grumbler, murmurer",General,noun,M
muhyo,knife,General,noun,M
mujaaja,shrub with terminal spikes of white flowers and large hairy leaves,Nature & Environment,noun,M
mujabura,large net for catching buffalo,Common Animals,noun,M
mujaguzi,Chief Royal drummer (of King's longdrums),Governance And Administration,noun,M
mujamijami,"babbler, chatter-box, silly person",General,noun,M
mujanjaazi,"wanderer, loafer",General,noun,M
mujara,; hungry person,General,noun,M
mujeezi,"wanderer, vagabond",General,noun,M
mujega,"awkward, clumsy person",General,noun,M
mujego,"very long bundle of salt, etc",General,noun,M
mujonjoozi,"gossip, talebearer",General,noun,M
muju,; millet ( oburo) in full flower,General,noun,M
muhunde,"decorated beautifully, more beauty, more nice",General,noun,M
mujuba,bellows,General,noun,M
mujuba,kind of plantain (enyamuunyu) with long fmit,General,noun,M
mujuganta,"tall tree with long leaves; drums, dishes, etc. are made from its wood",General,noun,M
mujugusi,"blower of bellows om. wamakuru, great talker",General,noun,M
mujuju,"roughness (of hair or fur); okwerya om. to nurse one's grief, mope",Health & Medicine,noun,M
mujulizi,"witness, martyr",General,noun,M
mujuma,plant with purple flowers like Michaelmas daisy and hairy leaves,Nature & Environment,noun,M
mujumagizi,one who walks with stooping gait,General,noun,M
mujumbajumba,"red plant with very strong smell, much disliked by ants",General,noun,M
mujumbi,wet morning,General,noun,M
mujumi,"abuser, railer, blasphemer",General,noun,M
mujunga,tassel,General,noun,M
mujungi,"; one who treads (plantains, etc.)",General,noun,M
mujungu,"white person, European",General,noun,M
mujuoi,Saviour,General,noun,M
mujuuli,flower of maize,General,noun,M
mujuumuzi,one who comes to the help of another,General,noun,M
mujwahi,; tired person,General,noun,M
mujwaro,"apparel, clothing",General,noun,M
mujwazi,title and office given to King's maternal aunt,Governance And Administration,noun,M
mujweki,keeper of the Royal wardrobe,General,noun,M
mujwera,a high ranking member of the Royal family,Governance And Administration,noun,M
mujwiga,"mane, tassel, silky tuft of maize",General,noun,M
mujwigo,very hairy,General,noun,M
muka,wife,General,noun,M
muka,; at home,General,noun,M
muka,plant with leaves like maiden hair from wbicb a red dye is obtained,General,noun,M
mukaaftiri,"heathen, pagan",General,noun,M
mukaaga,"; six;dowry,bride price",Culture And Tradition,noun,M
muka isento,father to my brothers wife,General,noun,M
muka nyinarumi,mother to my brothers wife,General,noun,M
mukaaka,my grandmother,General,noun,M
mukaali,intelligent person,General,noun,M
mukago,bloodbrother hood,General,noun,M
mukaguza,"questioner, examiner",General,noun,M
mukaikuru,old woman,General,noun,M
mukaito,; strip of matting spread for King to walk on ceremonial occasions,Governance And Administration,noun,M
mukako,; head dress worn by embandwa. (see Kaikara); frontal bone,General,noun,M
mukama,water scorpion,Common Animals,noun,M
mukamakati,Queen (used only when there is great need for distinction),Governance And Administration,noun,M
mukambi,", residue, bi product esp. after extraction",General,noun,M
mukambuuzi,"one who pulls down a house; one who stabs, soldier",Military,noun,M
mukami,milkman,General,noun,M
mukamwana,daughter-in-law,General,noun,M
mukandara,"girdle, belt with pocket, front hem of ekanzu used as pocket",General,noun,M
mukandu,scratch (on the body),General,noun,M
mukangaarra,a tree with sharp thorns,General,noun,M
mukanja,small tree with edible berries,General,noun,M
mukaokaburo,; undeveloped bunch of plantains,General,noun,M
mukaro,"; dried meat, biltong",General,noun,M
mukatuzi,"plunderer, one who does not pay debts",General,noun,M
mukazi,";woman , wife",General,noun,M
mukebe,"tin,container, can",General,noun,M
mukebezi,"examiner, critic",General,noun,M
mukede,a tree from which strong barkclotb is made,General,noun,M
mukeegi,bowl made from a gourd,General,noun,M
mukeeka,mat made from palm leaves that are dry,General,noun,M
mukeeri,"a plant found in swamps, supposed to cause death; a tall grass used for thatching and for making mats",General,noun,M
mukeeto,"steward, agent, treasurer",General,noun,M
mukeneko,"water used in soap making, lye",General,noun,M
mukiiouuki,"selfish, disagreeable, unkind person",General,noun,M
mukimba,"fee given to a witch doctor (divining doctor), pay for smith or for dressers of bides",Health & Medicine,noun,M
mukimbi,leering person,General,noun,M
mukindo,wild date palm,General,noun,M
mukinga,a large forest tree from which hoe handles are made,Nature & Environment,noun,M
mukira,tail,General,noun,M
mukiraijo,"synovits, water inside the knee",General,noun,M
muko,very common tree with spiky red blossoms known as Uganda Coral,General,noun,M
muko,son-inlaw,General,noun,M
mukoba,"substance, thickness",General,noun,M
mukogoto,a tall timber tree,General,noun,M
mukoijo,"greed , gluttony, avarice, lust, sensuality",General,noun,M
mukoizi,glutton,General,noun,M
mukokoro,young plantain trees,General,noun,M
mukokozl,beater (in hunting),General,noun,M
mukolyo,foundation stick of fence,General,noun,M
mukomakahanga,a tree from which walking-sticks and shafts of spear are made,General,noun,M
mukome,chosen one,General,noun,M
mukomi,"one who chooses, voter",General,noun,M
mukomogyo,tree trunk on which barkcloth is beaten out,General,noun,M
mukomorozi,one who selects the best,General,noun,M
mukona,;keeper of King's chairs and skins,Governance And Administration,noun,M
mukonde,stem of plaintain,General,noun,M
mukondere,one who plays,General,noun,M
mukongoora,; a prickly shrub,Nature & Environment,noun,M
mukooi,; giant senecio,General,noun,M
mukoojo,native of Bukonjo,General,noun,M
mukono,arm; handwriting,General,noun,M
mukonwa,eunuch,General,noun,M
mukooga,"a palm trees with edible fruit, the leaves of which are used for thatching",General,noun,M
mukookoro,one who suffers from cancer,Health & Medicine,noun,M
mukoonyezi,"; helper, supporter, benefactor",General,noun,M
mukora,common savannah tree with 4-winged purple fniits; tall cane formerly used to cure,General,noun,M
mukoranga,blue plantain eater,General,noun,M
mukoro,catfish,Common Animals,noun,M
mukoro,"ceremony, function",General,noun,M
mukoroogi,King's milkman,Governance And Administration,noun,M
mukoza,"overseer, headman",General,noun,M
mukozi,"maker, workman, labourer",General,noun,M
muk,Christian,General,noun,M
muku,"bellow (bull), shout to someone at a distance, holloa",Common Animals,noun,M
mukubi,"sauce, general tenn for green food served as vegetables or any relish",General,noun,M
mukubizi,one who examines witnesses,General,noun,M
mukugiro,"border, edge",General,noun,M
mukuku,miser,General,noun,M
mukuku,(used as attributive to another noun after a relative gen. particle); pig-iron,Common Animals,noun,M
mukumiirro,"boarder of reeds, door post (inside house)",General,noun,M
mukumirizi,King 's door keeper,Governance And Administration,noun,M
mukundi,navel; boss of shield,General,noun,M
mukundwa,"loved one, lover (immoral sense)",General,noun,M
mukungo,a loud cry,General,noun,M
mukungu,the lowest rank of chief having peasants directly under him,General,noun,M
mukungu,"shore, coast",General,noun,M
mukunyu,wild figtree,General,noun,M
mukunzi,"; lover, paramour",General,noun,M
mukura,"trench, channel",General,noun,M
mukurasi,"follower; one who goes to see King, one who is elected to attend council meetings or go to parliament",Politics And Current Affairs,noun,M
mukuru,"elder, superior, great one",General,noun,M
mukurumuro,";track (e.g of a snake, bicycle)",Common Animals,noun,M
mukurunduzo,"track, rut",General,noun,M
mukurungutaniza,mischief-maker,General,noun,M
mukusu,mahogany tree,Nature & Environment,noun,M
mukuufu,"small chain, chain ornament, watch-chain",General,noun,M
mukuuhya,sodomite,General,noun,M
mukuuku,bunch of plantains not fully grown,General,noun,M
mukuutu,;long knife,General,noun,M
mukuza,guardian,General,noun,M
mukuza,a plant with composite flowers and leaves like brambles,Nature & Environment,noun,M
mukuzanyana,large forest tree whicb 'Yields an aperient medicine for cattle,Health & Medicine,noun,M
mukwatangabu,"gallant, brave,heroic",General,noun,M
mukwatirizi,supporter,General,noun,M
mukwatirizo,pledge,General,noun,M
mukwatizi,"helper, an assistant",General,noun,M
mukwatwa,"captive, prisoner",General,noun,M
mukwcbebe,rat track,Common Animals,noun,M
mukwebeya,see foreg,General,verb,M
mukono gaamu,a miserly person,General,noun,M
mukuza mumi,a plant with composite flowers and leaves like brambles,Nature & Environment,noun,M
mukuzanfuuzi,orphan protector,General,noun,M
mukuzimu,"underneath, below the ground",General,noun,M
mukuru w'omugongo,specially recogonised elder,General,noun,M
mukwenda,"messenger, representative, ambassador, apostle, deputation",Politics And Current Affairs,noun,M
mukyanganuki,;joyful person,General,noun,M
mukyara,"foreign term of respect for a woman, polite way of addressing a lady, title for a lady",General,noun,M
mukyora,a tree the leaves of wbich are used in divination and as aperient medicine,General,noun,M
mulabba,"rafter, ridge pole of house",General,noun,M
mulebezi,a lazy person,General,noun,M
muleegi,"beggar (esp. of food), parasite, hanger-on",General,noun,M
muleera,gun barrel; red embroidery down front of ekanzu,General,noun,M
muleesi,"bringer, proposer",General,noun,M
mulege,cow bell,Common Animals,noun,M
mulegi,"accuser, talebearer",General,noun,M
mulehe,greedy person,General,noun,M
muleju,beard,General,noun,M
mulekerwa,freed man,General,noun,M
mulema,"lame person, cripple",General,noun,M
mulembe,a tree from which spirit huts (ebibbaali) are made,General,noun,M
mulemi,ruler,General,noun,M
mulengi,stingy person; witch-doctor who poisons people,Health & Medicine,noun,M
mulenguruzi,one who cures those who are bewitched,General,noun,M
mulera,unripe plan tains,General,noun,M
mulere,piece of a broken article,General,noun,M
